Open_time,Open,High,Low,Close,Volume,Quote asset volume,Number of trades,Open_BTCUSDT,High_BTCUSDT,Low_BTCUSDT,Close_BTCUSDT,Volume_BTCUSDT,Quote_asset_volume_BTCUSDT,Number_of_trades_BTCUSDT,Open_ETHUSDT,High_ETHUSDT,Low_ETHUSDT,Close_ETHUSDT,Volume_ETHUSDT,Quote_asset_volume_ETHUSDT,Number_of_trades_ETHUSDT,Open_BNBUSDT,High_BNBUSDT,Low_BNBUSDT,Close_BNBUSDT,Volume_BNBUSDT,Quote_asset_volume_BNBUSDT,Number_of_trades_BNBUSDT,SMA_20,EMA_20,Upper_Band,Middle_Band,Lower_Band,RSI,MACD,Signal,ADX,SlowK,SlowD,CCI,ATR,MFI,buy_1000x_high_coinbase,sell_1000x_high_coinbase,total_trades_coinbase,Sentimiento,Tweets_Utilizados,Cantidad_pos,Cantidad_neg,Cantidad_neu,Compound total,Sentimiento_coin,Tweets_Utilizados_coin,Cantidad_pos_coin,Cantidad_neg_coin,Cantidad_neu_coin,Compound total coin,Sentimiento_referentes,Tweets_Utilizados_referentes,Cantidad_pos_referentes,Cantidad_neg_referentes,Cantidad_neu_referentes,Compound total referentes,Tweets_Utilizados_whale_alert,Buy_1000x_high,sell_1000x_high,total_trades_binance
2021-10-07,32.19000000,35.31000000,30.93000000,33.98000000,20356598.29000000,682316606.88329995,1286323,55315.00000000,55332.31000000,53357.00000000,53785.22000000,54917.37766000,2983143121.08864307,1703147,3574.88000000,3653.98000000,3470.80000000,3587.47000000,486102.35910000,1736906584.27608991,1252503,434.90000000,450.00000000,423.60000000,438.50000000,1159098.74470000,509653579.83039999,736772,30.62850000,31.09115862,35.66888600,30.62850000,25.58811400,57.81545022,0.49479763,0.20704524,16.58796181,79.32658551,75.53116606,127.13724206,3.31068810,47.03638532,31.00000000,37.00000000,82810.00000000,pos,113,51.00000000,22.00000000,40.00000000,16.07340000,pos,149,79.00000000,21.00000000,49.00000000,28.29790000,neu,0,0.00000000,0.00000000,0.00000000,0.00000000,145,639.00000000,759.00000000,841000.00000000
2021-10-08,33.98000000,34.49000000,33.03000000,33.35000000,11134583.44000000,375707512.13650000,489045,53785.22000000,56100.00000000,53617.61000000,53951.43000000,46160.25785000,2522087625.09407949,1548832,3587.47000000,3695.00000000,3532.00000000,3563.13000000,403597.14370000,1455713871.28828311,1084792,438.50000000,441.60000000,415.70000000,419.20000000,1505999.18800000,644030609.22689998,944084,30.55250000,31.30628637,35.37594638,30.55250000,25.72905362,56.00602588,0.61484327,0.28860485,15.57063117,81.80467677,78.39812795,117.21085365,3.17849609,59.18611748,31.00000000,22.00000000,57182.00000000,pos,96,48.00000000,15.00000000,33.00000000,17.93070000,pos,130,61.00000000,26.00000000,43.00000000,23.00170000,neu,0,0.00000000,0.00000000,0.00000000,0.00000000,98,499.00000000,387.00000000,269000.00000000
2021-10-09,33.36000000,36.90000000,33.00000000,36.33000000,12546752.37000000,441329764.12360001,853574,53955.67000000,55489.00000000,53661.67000000,54949.72000000,55177.08013000,3024862790.69559240,1609483,3563.13000000,3635.00000000,3538.07000000,3574.82000000,361906.75140000,1299757023.49916291,1175683,419.30000000,426.00000000,416.00000000,421.90000000,632123.52600000,266856749.21730000,455659,30.67650000,31.78473529,35.94008538,30.67650000,25.41291462,62.05535735,0.93961015,0.41880591,15.24084757,86.31882043,82.48336090,149.34443013,3.23003209,67.53073935,25.00000000,35.00000000,74042.00000000,pos,100,44.00000000,18.00000000,38.00000000,14.18920000,pos,162,85.00000000,17.00000000,60.00000000,42.56290000,neu,0,0.00000000,0.00000000,0.00000000,0.00000000,23,440.00000000,594.00000000,611000.00000000
2021-10-10,36.33000000,37.45000000,34.13000000,34.43000000,13147574.66000000,473745609.48130000,784594,54949.72000000,56561.31000000,54080.00000000,54659.00000000,89237.83612800,4923958325.38987637,2427176,3574.83000000,3604.00000000,3405.00000000,3414.22000000,580223.63020000,2049128230.34425926,1765439,421.90000000,422.30000000,402.00000000,404.10000000,729380.96300000,302884829.94520003,500068,30.98250000,32.03666526,36.37030800,30.98250000,25.59469200,56.70190595,1.03178238,0.54140120,15.13146128,82.26052991,83.46134237,129.20241810,3.23645836,68.32822638,38.00000000,27.00000000,68739.00000000,pos,97,35.00000000,17.00000000,45.00000000,12.74720000,pos,156,83.00000000,25.00000000,48.00000000,36.63630000,neu,0,0.00000000,0.00000000,0.00000000,0.00000000,12,557.00000000,431.00000000,488000.00000000
2021-10-11,34.42000000,36.09000000,33.25000000,34.13000000,11467492.31000000,399306003.06629997,469155,54659.01000000,57839.04000000,54415.06000000,57471.35000000,52933.16575100,2994673617.72364855,1690409,3414.22000000,3623.80000000,3371.00000000,3542.12000000,493521.88200000,1743391083.65880799,1110340,404.00000000,424.00000000,399.80000000,413.10000000,759924.88400000,314882971.60979998,509680,31.36950000,32.23603047,36.48736469,31.36950000,26.25163531,55.88215846,1.06830726,0.64678241,14.61870171,79.60301387,82.72745474,88.88635240,3.20813991,67.26059224,5.00000000,25.00000000,60922.00000000,pos,175,68.00000000,38.00000000,69.00000000,17.86090000,pos,145,75.00000000,28.00000000,42.00000000,31.78430000,pos,3,2.00000000,0.00000000,1.00000000,0.83870000,52,510.00000000,412.00000000,286000.00000000
2021-10-12,34.12000000,35.43000000,32.07000000,35.17000000,13326459.40000000,447030078.01770002,620021,57471.35000000,57680.00000000,53879.00000000,55996.93000000,53471.28550000,3017210682.88594961,1554412,3542.12000000,3547.11000000,3403.21000000,3491.46000000,409377.19180000,1425455761.40661812,925699,413.20000000,444.50000000,392.20000000,444.20000000,1966630.18300000,829580710.11619985,953219,31.54800000,32.51545614,36.92789071,31.54800000,26.16810929,58.14140611,1.16771214,0.75096836,13.61725533,74.66196355,78.84183578,70.54018778,3.21898706,64.80714949,18.00000000,16.00000000,67722.00000000,pos,128,65.00000000,24.00000000,39.00000000,23.98270000,pos,163,92.00000000,27.00000000,44.00000000,42.09440000,pos,4,4.00000000,0.00000000,0.00000000,2.24560000,82,425.00000000,463.00000000,398000.00000000
2021-10-13,35.16000000,43.22000000,33.57000000,41.69000000,36492731.21300000,1421849266.39025903,2504028,55996.91000000,57777.00000000,54167.19000000,57367.00000000,55808.44492000,3123307687.47730303,1610489,3491.43000000,3613.00000000,3412.70000000,3607.42000000,393463.12220000,1376610269.51640797,902525,444.10000000,471.80000000,432.30000000,470.80000000,3383303.43900000,1542057671.38910007,1576761,31.96200000,33.38922223,38.90003027,31.96200000,25.02396973,68.89546179,1.75240015,0.95125472,15.00411178,80.36942405,78.21146716,208.73450674,3.67834513,71.16023419,69.00000000,118.00000000,160524.00000000,pos,144,58.00000000,26.00000000,60.00000000,15.73630000,pos,292,152.00000000,36.00000000,104.00000000,70.97190000,neu,1,0.00000000,0.00000000,1.00000000,0.00000000,113,817.00000000,1083.00000000,1807000.00000000
2021-10-14,41.69000000,42.54000000,39.33000000,40.71000000,20178003.61000000,827523963.60189986,1204347,57370.83000000,58532.54000000,56818.05000000,57347.94000000,43053.33678100,2481915791.59123516,1372048,3607.41000000,3824.00000000,3586.04000000,3790.82000000,481894.14730000,1792792932.94418907,1430307,470.70000000,482.80000000,461.20000000,472.70000000,1431305.92500000,676261023.81674397,845772,32.45800000,34.08643916,40.34361881,32.45800000,24.57238119,66.14474332,2.11234204,1.18347218,16.29190705,84.44451255,79.82530005,202.38890728,3.64489190,73.59170863,33.00000000,38.00000000,120253.00000000,pos,160,68.00000000,27.00000000,65.00000000,23.26980000,pos,202,117.00000000,24.00000000,61.00000000,55.65850000,pos,3,3.00000000,0.00000000,0.00000000,2.07720000,100,606.00000000,501.00000000,690000.00000000
2021-10-15,40.69000000,44.24000000,39.45000000,43.28000000,22085746.42600000,916993507.34561205,1533664,57347.94000000,62933.00000000,56850.00000000,61672.42000000,82512.90802200,4959389368.72673321,2649137,3790.82000000,3907.77000000,3734.10000000,3868.99000000,504321.73200000,1924965953.85849929,1399937,472.70000000,478.00000000,450.80000000,474.50000000,1508188.78700000,702474058.15540004,882619,33.13100000,34.96201638,42.20858756,33.13100000,24.05341244,69.57536364,2.57528977,1.46183570,17.85261220,89.03144928,84.61512863,181.05194970,3.72668534,75.43394892,30.00000000,42.00000000,129734.00000000,pos,310,143.00000000,41.00000000,126.00000000,52.78630000,pos,201,106.00000000,26.00000000,69.00000000,51.03510000,neu,1,0.00000000,0.00000000,1.00000000,0.00000000,111,469.00000000,529.00000000,1113000.00000000
2021-10-16,43.27000000,44.78000000,41.26000000,41.75000000,13673173.22900000,587677170.43715107,821141,61672.42000000,62378.42000000,60150.00000000,60875.57000000,35467.88096000,2173374058.80891085,1360379,3868.38000000,3971.00000000,3803.56000000,3829.96000000,373727.85490000,1452752901.39764810,1037769,474.50000000,484.70000000,423.00000000,465.80000000,1040477.57100000,490585492.10439998,718791,33.77650000,35.60849101,43.36351262,33.77650000,24.18948738,65.33103436,2.78659879,1.72678832,19.41420781,85.75568274,86.41054819,142.51289457,3.71192210,76.37115614,20.00000000,30.00000000,92044.00000000,pos,122,59.00000000,20.00000000,43.00000000,24.00610000,pos,139,58.00000000,30.00000000,51.00000000,16.05890000,neu,0,0.00000000,0.00000000,0.00000000,0.00000000,46,470.00000000,361.00000000,483000.00000000
2021-10-17,41.74000000,42.87000000,39.52000000,42.12000000,10386680.07000000,433074569.93680000,526261,60875.57000000,61718.39000000,58963.00000000,61528.33000000,39099.24124000,2371696294.79730463,1331655,3829.96000000,3919.19000000,3640.00000000,3846.85000000,368898.98310000,1406207658.84076810,1025324,465.80000000,472.40000000,454.20000000,470.90000000,890609.84900000,414577714.95899999,546483,34.49700000,36.22863472,44.31517926,34.49700000,24.67882074,65.87321491,2.94991385,1.97141342,20.05496988,85.78118899,86.85610701,96.02719117,3.68607052,74.66774696,25.00000000,33.00000000,68283.00000000,pos,104,42.00000000,21.00000000,41.00000000,12.34570000,pos,144,74.00000000,16.00000000,54.00000000,35.49140000,neu,0,0.00000000,0.00000000,0.00000000,0.00000000,23,283.00000000,206.00000000,333000.00000000
2021-10-18,42.11000000,43.25000000,40.25000000,41.17000000,10911226.84000000,455982949.04259998,550249,61528.32000000,62695.78000000,59844.45000000,62009.84000000,51798.44844000,3195091233.42055273,1629184,3847.00000000,3893.14000000,3676.00000000,3744.96000000,401819.97340000,1520728621.31032801,994548,471.00000000,487.60000000,466.40000000,484.90000000,1091006.03100000,518750531.87730002,694852,35.24000000,36.69924094,44.71041921,35.24000000,25.76958079,63.14277102,2.96846651,2.17082404,20.74570038,80.21697511,83.91794895,80.73389547,3.63706548,78.69771391,17.00000000,18.00000000,70832.00000000,pos,160,74.00000000,15.00000000,71.00000000,32.37310000,pos,196,98.00000000,27.00000000,71.00000000,43.33000000,neu,0,0.00000000,0.00000000,0.00000000,0.00000000,102,271.00000000,271.00000000,344000.00000000
2021-10-19,41.16000000,41.65000000,40.01000000,41.34000000,8843904.77000000,362263239.55870003,405631,62005.60000000,64486.00000000,61322.22000000,64280.59000000,53628.10774400,3370863940.26943684,1755708,3744.96000000,3886.89000000,3732.00000000,3877.03000000,341268.37230000,1300066269.93314195,925015,485.00000000,497.60000000,480.30000000,488.10000000,912494.96900000,445294411.09350002,685710,35.94300000,37.14121799,45.02494274,35.94300000,26.86105726,63.43485097,2.96273465,2.32920616,21.27062169,79.34482025,81.78099479,60.61156524,3.49441795,74.57111969,14.00000000,13.00000000,67030.00000000,pos,256,112.00000000,32.00000000,112.00000000,38.90220000,pos,180,101.00000000,18.00000000,61.00000000,51.98660000,pos,1,1.00000000,0.00000000,0.00000000,0.77770000,91,337.00000000,249.00000000,238000.00000000
2021-10-20,41.35000000,45.22000000,41.08000000,44.42000000,13310248.05300000,575094186.70469296,991320,64280.59000000,67000.00000000,63481.40000000,66001.41000000,51428.93485600,3362878816.40459251,1823286,3876.98000000,4169.00000000,3828.05000000,4161.15000000,537383.09732000,2149449047.36731052,1766454,488.10000000,505.90000000,481.30000000,501.30000000,946412.94000000,467959376.39719999,693317,36.73300000,37.83443533,45.87804915,36.73300000,27.58795085,68.33144198,3.17017852,2.49740064,22.61889581,83.13708398,80.89962645,95.39438142,3.54053095,74.95665233,18.00000000,12.00000000,94847.00000000,pos,307,110.00000000,56.00000000,141.00000000,28.07100000,pos,208,96.00000000,33.00000000,79.00000000,40.63790000,pos,3,1.00000000,0.00000000,2.00000000,0.62490000,91,350.00000000,415.00000000,702000.00000000
2021-10-21,44.41000000,45.53000000,41.91000000,42.84000000,14782015.91600000,646186612.18004704,1014715,66001.40000000,66639.74000000,62000.00000000,62193.15000000,68538.64537000,4407757970.87975597,2181665,4161.37000000,4375.00000000,4013.13000000,4052.99000000,798566.55805000,3335123440.99821186,2380751,501.30000000,504.90000000,466.00000000,470.90000000,1851835.92900000,900310066.44350004,1225287,37.27800000,38.31115577,46.51425162,37.27800000,28.04174838,63.62446898,3.17053850,2.63202821,23.93683949,84.15458744,82.21216389,84.36257611,3.54620731,67.18868856,24.00000000,27.00000000,101951.00000000,pos,193,98.00000000,27.00000000,68.00000000,38.08120000,pos,151,84.00000000,22.00000000,45.00000000,40.15100000,neu,1,0.00000000,0.00000000,1.00000000,0.00000000,138,399.00000000,272.00000000,592000.00000000
2021-10-22,42.83000000,46.39000000,42.68000000,43.51000000,16062749.38000000,715523454.98632002,1241116,62193.15000000,63732.39000000,60000.00000000,60688.22000000,52119.35886000,3229377744.31142569,1555280,4053.00000000,4167.41000000,3888.00000000,3972.20000000,463222.54280000,1872218697.85109687,1133846,470.90000000,498.00000000,470.70000000,479.30000000,1118876.63800000,541705782.63950002,722480,37.85300000,38.80628379,47.13755944,37.85300000,28.56844056,64.73385208,3.18813633,2.74324983,25.34615580,84.76826883,84.01998008,93.02072961,3.55790679,68.45071759,25.00000000,35.00000000,102141.00000000,pos,139,61.00000000,26.00000000,52.00000000,20.97880000,pos,165,93.00000000,19.00000000,53.00000000,43.87940000,pos,2,1.00000000,0.00000000,1.00000000,0.56610000,106,429.00000000,426.00000000,795000.00000000
2021-10-23,43.50000000,44.79000000,43.08000000,43.95000000,6138290.14000000,269684423.44779998,441867,60688.23000000,61747.64000000,59562.15000000,61286.75000000,27626.93678000,1686121722.21878242,982103,3972.19000000,4172.00000000,3937.51000000,4167.12000000,326576.96010000,1323345505.75751710,940891,479.30000000,485.70000000,472.60000000,485.50000000,521970.79500000,250907116.86120000,425737,38.44500000,39.29616153,47.69915906,38.44500000,29.19084094,65.47845542,3.20069148,2.83473816,26.65480666,80.95467362,83.29250996,82.30692312,3.42591345,64.65095894,15.00000000,13.00000000,58540.00000000,pos,89,37.00000000,18.00000000,34.00000000,7.19520000,pos,112,55.00000000,19.00000000,38.00000000,19.31310000,neu,0,0.00000000,0.00000000,0.00000000,0.00000000,47,224.00000000,183.00000000,203000.00000000
2021-10-24,43.94000000,44.17000000,41.27000000,42.31000000,7260724.06000000,310356005.19919997,487576,61286.75000000,61500.00000000,59510.63000000,60852.22000000,31226.57676000,1889694558.95049477,1052085,4167.13000000,4186.57000000,3961.50000000,4082.33000000,350115.83860000,1421627004.33480310,917969,485.50000000,486.50000000,467.80000000,475.80000000,590939.03100000,281745798.08969998,483168,39.00300000,39.58319376,47.76303676,39.00300000,30.24296324,60.36268160,3.04322681,2.87643589,26.87327163,78.11918063,81.28070769,43.70024733,3.38834820,65.84815000,19.00000000,11.00000000,64449.00000000,pos,78,31.00000000,19.00000000,28.00000000,7.06720000,pos,124,78.00000000,19.00000000,27.00000000,34.30040000,neu,0,0.00000000,0.00000000,0.00000000,0.00000000,23,261.00000000,182.00000000,266000.00000000
2021-10-25,42.30000000,44.80000000,42.11000000,44.55000000,7291785.53000000,318759784.02630001,507703,60852.22000000,63710.63000000,60650.00000000,63078.78000000,36853.83806000,2309339650.10937977,1270453,4082.33000000,4236.00000000,4067.71000000,4220.37000000,347438.65340000,1445430078.54487991,939963,475.80000000,488.60000000,474.70000000,485.10000000,632116.76100000,305600064.91520000,548234,39.66100000,40.05622293,48.00178390,39.66100000,31.32021610,64.44833657,3.06386587,2.91392189,27.25249220,80.54003724,79.87129716,78.08648040,3.33846619,70.29200598,14.00000000,23.00000000,62321.00000000,pos,142,60.00000000,20.00000000,62.00000000,20.31860000,pos,187,108.00000000,29.00000000,50.00000000,49.71250000,neu,0,0.00000000,0.00000000,0.00000000,0.00000000,76,247.00000000,248.00000000,286000.00000000
2021-10-26,44.55000000,46.00000000,43.31000000,44.93000000,9161833.46000000,406675314.58520001,778131,63078.78000000,63293.48000000,59817.55000000,60328.81000000,40217.50083000,2492606133.31894541,1334460,4220.36000000,4297.00000000,4090.21000000,4131.52000000,414498.15990000,1739912498.46991491,1285913,485.10000000,489.80000000,473.50000000,478.10000000,702610.18400000,340191955.26340002,589181,40.29800000,40.52039217,48.19324566,40.29800000,32.40275434,65.10544249,3.07543361,2.94622423,27.93022040,82.42358745,80.36093511,120.53644554,3.29214717,75.64108053,43.00000000,76.00000000,88554.00000000,pos,158,78.00000000,30.00000000,50.00000000,24.48660000,pos,232,130.00000000,34.00000000,68.00000000,52.62120000,neg,1,0.00000000,1.00000000,0.00000000,-0.51060000,56,249.00000000,286.00000000,492000.00000000
2021-10-27,44.93000000,45.77000000,38.70000000,40.44000000,17560562.15000000,738526790.56130004,1215968,60328.81000000,61496.00000000,58000.00000000,58413.44000000,62124.49016000,3688306192.97241783,1913083,4131.52000000,4307.00000000,3909.00000000,3922.00000000,704604.25000000,2874313313.39805698,1872190,478.20000000,486.40000000,435.30000000,448.70000000,1370950.21400000,630367975.44749999,973507,40.62100000,40.51273578,47.96526279,40.62100000,33.27673721,52.70875530,2.69127234,2.89523385,26.43443911,66.12972350,76.36444940,-65.83470586,3.56199381,63.68189090,103.00000000,64.00000000,112155.00000000,pos,137,71.00000000,26.00000000,40.00000000,25.60620000,pos,180,78.00000000,40.00000000,62.00000000,21.29460000,neu,0,0.00000000,0.00000000,0.00000000,0.00000000,57,397.00000000,308.00000000,708000.00000000
